Wafer_Num,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Line_CD,Wavelength,Resolution,Energy_Exposure,Thin F4,Thin F3,Thin F2,Thin F1,Source_Power,Selectivity,Temp_Etching,Temp_Etching2,Temp_Etching3,Temp_Etching4,etching_rate_f1,etching_rate_f2,etching_rate_f3,etching_rate_f4
25,dry,872.4469835,O2,22.19,0.214,221,710.775,0.97498,17.176,15.065,20.001,202.588,90,502.588,4051.752,5064.69,5.065,92.258,30,50.093,405,512.074,109.011,157,1337,3638,5728,51.72,1.043,71.077,77.92995026,79.25993684,68.34004703,1379.75,2090,2301,1180
26,dry,873.4705382,O2,22.26,0.225,232,721.722,1.05555,16.11,14.963,20.004,198.923,89.999,498.923,3978.459,4973.074,4.975,90.091,30,61.368,405,519.636,107.591,136,1367,3645,5704,51.255,1.031,72.172,77.68995268,79.32993613,68.64004401,1513.22,2059,2278,1231
27,dry,873.8377269,O2,22.29,0.226,233,722.271,1.36759,17.506,14.966,20,197.466,89.999,497.466,3949.317,4936.647,4.922,89.458,30.001,57.386,405,518.219,107.789,135,1421,3646,5700,51.229,1.031,72.227,77.64995309,79.33993603,69.18003856,1522.71,2054,2225,1286
1,dry,872.8111939,O2,22.19,0.223,230,719.379,2.03116,16.361,15.094,20,195.341,90,495.341,3906.817,4883.521,4.881,89.694,30.006,57.403,405,512.261,108.107,224,1436,3645,5729,51.178,1.029,71.938,77.93995016,79.32993613,69.33003704,1464.79,2084,2209,1212
2,dry,874.3783759,O2,22.21,0.226,233,722.459,1.41751,16.784,14.899,20,196.77,90,496.77,3935.402,4919.253,4.911,89.355,29.988,69.025,405,504.412,106.524,187,1392,3650,5725,50.8,1.02,72.246,77.89995056,79.37993563,68.89004148,1499.59,2075,2258,1205
3,dry,873.2601724,O2,22.21,0.223,230,719.559,1.76579,16.478,15.092,19.999,195.659,89.999,495.659,3913.174,4891.468,4.913,89.475,29.991,64.644,405,504.392,106.671,370,1517,3659,5699,50.833,1.021,71.956,77.63995319,79.46993472,70.14002887,1496.59,2040,2142,1147
4,dry,873.4048584,O2,22.21,0.223,230,719.317,1.69291,16.676,14.903,20.001,195.771,89.998,495.771,3915.415,4894.269,4.888,89.434,29.986,67.347,405,504.214,106.714,236,1607,3678,5728,50.691,1.017,71.932,77.92995026,79.6599328,71.04001979,1465.17,2050,2071,1371
5,dry,874.1589804,O2,22.2,0.224,231,720.125,1.7588,17.686,14.97,20,195.923,90,495.923,3918.458,4898.073,4.888,88.551,29.993,71.766,405,506.76,105.504,598,1652,3689,5714,50.536,1.013,72.013,77.78995167,79.76993169,71.49001525,1487.25,2025,2037,1054
6,dry,872.7100838,O2,22.35,0.22,227,716.577,2.2278,16.534,15.017,19.997,193.983,90.001,493.983,3879.656,4849.571,4.835,89.203,29.998,62.728,405,503.366,106.95,343,1435,3659,5705,50.211,1.005,71.658,77.69995258,79.46993472,69.32003714,1460.77,2046,2224,1092
7,dry,874.8733093,O2,22.41,0.227,234,723.192,2.0681,17.399,14.921,19.999,194.585,90.001,494.585,3891.703,4864.629,4.875,88.604,30.005,57.834,405,515.079,108.066,674,1643,3691,5702,51.308,1.033,72.319,77.66995289,79.78993149,71.40001616,1529.92,2011,2048,969
8,dry,874.6087253,O2,22.36,0.228,235,724.192,2.30231,16.54,14.861,19.998,194.244,89.999,494.244,3884.883,4856.103,4.843,89.301,29.995,58.547,405,505.267,108.184,642,1726,3693,5719,51.39,1.035,72.419,77.83995117,79.80993129,72.23000778,1522.92,2026,1967,1084
9,dry,875.0242117,O2,22.33,0.229,236,725.29,1.94354,18.346,15.02,19.999,195.389,90,495.389,3907.776,4884.72,4.905,89.514,30,54.484,405,514.351,108.195,220,1642,3692,5721,51.483,1.037,72.529,77.85995097,79.79993139,71.39001626,1531.9,2029,2050,1422
10,dry,873.8017674,O2,22.32,0.226,233,722.888,1.88949,17.203,15.049,19.998,195.718,90.001,495.718,3914.358,4892.947,4.889,89.437,30.001,57.49,405,505.616,108.079,664,1591,3691,5700,51.091,1.027,72.289,77.64995309,79.78993149,70.8800214,1528.88,2009,2100,927
11,dry,874.1020737,O2,22.34,0.227,234,723.381,1.98129,15.914,15.164,20.002,195.579,90.001,495.579,3911.573,4889.467,4.899,89.563,30.005,58.063,405,512.695,108.272,482,1611,3679,5709,51.358,1.034,72.338,77.73995218,79.6699327,71.08001938,1524.81,2030,2068,1129
12,dry,875.0530542,O2,22.43,0.226,233,722.703,1.31263,16.43,15.005,19.997,196.382,90.001,496.382,3927.646,4909.558,4.93,89.831,29.99,50.02,405,509.081,108.833,459,1534,3672,5741,51.723,1.043,72.27,78.05994895,79.59993341,70.31002715,1486.03,2069,2138,1075
13,dry,875.1521754,O2,22.42,0.227,234,723.896,1.61079,17.474,14.98,20.001,196.599,90,496.599,3931.979,4914.974,4.921,90.03,29.997,48.183,405,514.696,109.543,405,1624,3687,5744,51.761,1.044,72.39,78.08994865,79.7499319,71.21001807,1494.96,2057,2063,1219
14,dry,875.1557588,O2,22.41,0.228,235,724.612,1.3958,16.183,14.97,19.997,197.555,90.001,497.555,3951.096,4938.87,4.946,90.203,30.001,53.61,405,506.237,109.439,361,1466,3677,5707,51.859,1.046,72.461,77.71995238,79.64993291,69.63003402,1539.12,2030,2211,1105
15,dry,874.8372938,O2,22.4,0.227,234,723.873,1.23229,16.922,14.988,20.002,197.98,89.999,497.98,3959.593,4949.492,4.95,89.945,30,50.972,405,517.785,108.759,360,1734,3676,5742,51.904,1.048,72.387,78.06994885,79.63993301,72.31000697,1496.73,2066,1942,1374
16,dry,874.7891083,O2,22.42,0.226,233,722.593,1.39953,16.783,14.937,20.002,197.183,89.999,497.183,3943.662,4929.577,4.938,90.127,30.004,52.501,405,520.299,108.751,512,1547,3683,5726,51.64,1.041,72.259,77.90995046,79.7099323,70.44002584,1499.93,2043,2136,1035
17,dry,875.3432567,O2,22.43,0.225,232,721.472,1.31403,16.874,14.935,20.002,197.908,90,497.908,3958.163,4947.703,4.948,89.742,30.008,59.303,405,521.322,108.191,350,1509,3674,5750,51.659,1.041,72.147,78.14994804,79.61993321,70.06002968,1464.72,2076,2165,1159
18,dry,874.4562581,O2,22.44,0.223,230,719.897,1.56681,16.873,15.058,19.998,197.135,90,497.135,3942.703,4928.379,4.93,90.142,30.004,50.741,405,511.704,108.741,368,1514,3671,5707,51.402,1.035,71.99,77.71995238,79.58993351,70.11002917,1491.97,2036,2157,1146
19,dry,874.7757848,O2,22.46,0.223,230,719.597,1.41352,17.563,15.041,19.999,197.621,90,497.621,3952.427,4940.533,4.943,90.229,30.003,53.886,405,515.112,108.533,358,1512,3676,5735,51.656,1.041,71.96,77.99994956,79.63993301,70.09002937,1460.97,2059,2164,1154
20,dry,874.7294473,O2,22.44,0.223,230,719.49,1.18758,18.108,14.979,19.998,197.925,90,497.925,3958.498,4948.123,4.968,90.813,30.006,57.694,405,517.704,109.56,351,1366,3668,5750,51.897,1.047,71.949,78.14994804,79.55993381,68.63004411,1444.9,2082,2302,1015
21,dry,874.5471399,O2,22.42,0.223,230,719.948,0.97028,16.103,15.138,20.001,199.037,90,499.037,3980.732,4975.915,4.959,90.688,29.997,49.549,405,506.229,108.891,287,1476,3664,5710,51.695,1.042,71.995,77.74995208,79.51993422,69.73003301,1489.48,2046,2188,1189
22,dry,874.4068155,O2,22.43,0.221,228,717.634,1.09227,17.569,15.01,20,198.398,89.999,498.398,3967.969,4959.961,4.962,90.668,30.001,50.569,405,517.177,109.006,235,1505,3666,5744,51.814,1.045,71.763,78.08994865,79.53993402,70.02003008,1432.34,2078,2161,1270
23,dry,874.134752,O2,22.45,0.221,228,718.016,1.12367,17.451,14.941,19.999,198.768,89.999,498.768,3975.365,4969.206,4.971,90.808,29.999,56.486,405,514.541,108.966,599,1647,3700,5707,51.832,1.046,71.802,77.71995238,79.87993058,71.44001575,1473.16,2007,2053,1048
24,dry,873.8859252,O2,22.46,0.221,228,717.698,0.9597,15.963,15.083,20.003,198.786,90.002,498.786,3975.72,4969.65,4.973,90.757,30.001,49.37,405,512.262,108.95,133,1326,3654,5727,51.836,1.046,71.77,77.91995036,79.41993523,68.23004814,1449.98,2073,2328,1193
25,dry,874.6530759,O2,22.47,0.222,229,718.56,0.85622,16.67,15.088,20.001,199.459,90,499.459,3989.173,4986.466,4.985,91.101,30.002,56.147,405,513.714,109.59,190,1381,3660,5712,52.061,1.052,71.856,77.76995188,79.47993462,68.78004259,1473.6,2052,2279,1191
26,dry,874.3081993,O2,22.46,0.222,229,719.062,0.74544,16.33,15.095,20.007,199.4,89.999,499.4,3987.994,4984.993,4.987,90.966,29.988,45.919,405,509.917,109.675,170,1410,3659,5743,52.033,1.051,71.906,78.07994875,79.46993472,69.07003967,1447.62,2084,2249,1240
27,dry,874.6540987,O2,22.45,0.222,229,718.585,1.07645,16.945,14.964,19.998,199.438,90,499.438,3988.767,4985.959,4.983,91.026,30.01,56.018,405,513.127,109.679,239,1526,3666,5733,52.073,1.052,71.859,77.97994976,79.53993402,70.23002796,1452.85,2067,2140,1287
1,dry,874.7659355,O2,22.47,0.222,229,719.042,0.75583,16.684,15.049,20.004,199.464,90,499.464,3989.271,4986.589,4.988,91.042,29.998,46.51,405,513.166,109.705,306,1507,3668,5707,52.126,1.053,71.904,77.71995238,79.55993381,70.04002988,1483.42,2039,2161,1201
2,dry,874.9213473,O2,22.48,0.222,229,719.07,0.67822,16.93,15.014,20.002,199.89,90,499.89,3997.81,4997.262,5.012,91.411,29.996,55.266,405,508.251,110.249,283,1397,3663,5738,52.343,1.059,71.907,78.02994925,79.50993432,68.94004098,1452.7,2075,2266,1114
3,dry,874.6567849,O2,22.48,0.224,231,720.337,1.00094,18.774,14.957,19.995,200.404,89.999,500.404,4008.075,5010.094,5.011,91.484,30.006,51.201,405,518.033,110.26,272,1579,3668,5704,52.308,1.058,72.034,77.68995268,79.55993381,70.76002261,1499.37,2036,2089,1307
4,dry,874.49514,O2,22.46,0.223,230,720.149,0.94321,17.192,14.959,20.003,200.525,90.001,500.525,4010.5,5013.125,5.01,91.538,29.994,48.472,405,508.752,110.231,285,1427,3667,5752,52.325,1.058,72.015,78.16994784,79.54993391,69.24003795,1449.49,2085,2240,1142
5,dry,874.6475224,O2,22.48,0.223,230,720.06,0.80788,16.456,15.005,20.004,200.524,90,500.524,4010.486,5013.107,5.012,91.542,30,57.166,405,511.851,110.369,201,1485,3663,5745,52.381,1.06,72.006,78.09994855,79.50993432,69.8200321,1455.6,2082,2178,1284
6,dry,874.650001,O2,22.51,0.223,230,719.864,0.78753,16.714,14.991,19.999,200.489,90,500.489,4009.779,5012.223,5.013,91.805,29.994,54.164,405,513.493,110.857,306,1404,3665,5729,52.406,1.06,71.986,77.93995016,79.52993412,69.01004027,1469.64,2064,2261,1098
7,dry,875.2490053,O2,22.49,0.225,232,721.949,0.8419,16.767,14.876,20.001,201.054,90,501.054,4021.084,5026.355,5.027,91.705,29.988,56.267,405,512.855,110.866,233,1436,3664,5753,52.573,1.064,72.195,78.17994774,79.51993422,69.33003704,1466.49,2089,2228,1203
8,dry,874.9722399,O2,22.48,0.225,232,721.375,0.85564,16.059,15.133,19.999,201.209,90,501.209,4024.184,5030.23,5.031,91.794,30.002,58.781,405,512.409,110.764,245,1420,3664,5732,52.568,1.064,72.137,77.96994986,79.51993422,69.17003866,1481.75,2068,2244,1175
9,dry,874.9106295,O2,22.48,0.225,232,721.646,0.88105,16.927,14.849,19.998,201.214,90,501.214,4024.274,5030.342,5.027,91.805,30.006,52.511,405,508.852,110.863,341,1423,3669,5747,52.593,1.065,72.165,78.11994834,79.56993371,69.20003836,1469.46,2078,2246,1082
10,dry,874.934489,O2,22.48,0.225,232,721.658,0.51518,16.395,15.075,20.006,201.005,89.999,501.005,4020.102,5025.128,5.028,91.721,29.99,52.717,405,506.429,110.82,251,1485,3668,5744,52.621,1.066,72.166,78.08994865,79.55993381,69.8200321,1472.58,2076,2183,1234
11,wet,1272.944225,H2O,44.95,0.225,32,727.786,0.72996,13.458,14.983,20.005,201.165,90.001,501.165,4023.292,5029.114,5.025,91.692,29.991,57.235,405,508.916,110.701,301,1492,3672,5728,52.57,1.064,72.779,77.92995026,79.59993341,69.89003139,1549.86,2056,2180,1191
12,wet,1279.574302,H2O,45.02,0.225,32,725.688,0.79764,13.75,14.907,20.003,201.124,90,501.124,4022.471,5028.089,5.008,91.72,29.989,54.258,405,514.94,110.788,322,1445,3673,5752,52.282,1.057,72.569,78.16994784,79.60993331,69.42003614,1504.88,2079,2228,1123
13,wet,1278.151204,H2O,44.99,0.225,32,714.309,0.81418,14.845,14.893,20.003,200.92,89.999,500.92,4018.404,5023.005,5.023,91.694,29.997,56.404,405,515.305,110.746,437,1545,3672,5721,52.567,1.064,71.431,77.85995097,79.59993341,70.42002604,1422.09,2049,2127,1108
14,wet,1272.018759,H2O,44.97,0.225,32,725.202,0.5937,20.046,15.084,20.01,201.088,90,501.088,4021.769,5027.211,5.027,91.717,30,57.353,405,509.664,110.657,356,1520,3675,5710,52.483,1.062,72.52,77.74995208,79.62993311,70.17002857,1542.02,2035,2155,1164
15,wet,1273.67389,H2O,44.96,0.225,32,727.572,0.72065,13.221,14.966,20.001,201.159,90,501.159,4023.187,5028.983,5.028,91.789,29.998,50.005,405,508.186,110.568,321,1562,3678,5720,52.411,1.06,72.757,77.84995107,79.6599328,70.59002433,1555.72,2042,2116,1241
16,wet,1274.307552,H2O,44.97,0.225,32,729.613,0.9997,11.396,15.086,20,201.252,90.001,501.252,4025.04,5031.3,5.035,91.92,30.003,50.959,405,509.796,110.469,365,1501,3682,5714,52.464,1.062,72.961,77.78995167,79.6999324,69.98003048,1582.13,2032,2181,1136
17,wet,1275.455879,H2O,44.99,0.224,31,718.579,0.83879,11.711,15.041,20.003,201.403,90.002,501.403,4028.054,5035.067,5.035,91.812,30.002,59.032,405,516.204,110.436,339,1449,3668,5725,52.404,1.06,71.858,77.89995056,79.55993381,69.46003573,1460.79,2057,2219,1110
18,wet,1269.839966,H2O,45.03,0.225,32,711.095,0.91121,13.607,14.989,20.003,201.132,89.999,501.132,4022.646,5028.308,5.029,91.919,30.01,50.527,405,514.286,110.36,315,1518,3657,5714,52.382,1.06,71.11,77.78995167,79.44993492,70.15002877,1396.95,2057,2139,1203
19,wet,1268.496552,H2O,45.01,0.224,31,725.309,0.7121,20.608,14.928,19.997,201.345,90,501.345,4026.909,5033.637,5.034,92.557,30.004,60.929,405,513.875,111.466,308,1437,3674,5735,52.336,1.058,72.531,77.99994956,79.61993321,69.34003694,1518.09,2061,2237,1129
20,wet,1272.234319,H2O,44.98,0.227,34,725.928,0.3825,12.714,14.974,20.002,203.123,89.999,503.123,4062.451,5078.064,5.071,92.103,30,52.751,405,499.603,110.59,282,1543,3668,5716,52.705,1.068,72.593,77.80995147,79.55993381,70.40002625,1543.28,2048,2125,1261
21,wet,1281.904577,H2O,44.96,0.226,33,722.571,1.26642,13.829,14.99,20.003,201.96,90.001,501.96,4039.208,5049.009,5.054,92.21,30.005,48.958,405,507.852,110.453,288,1459,3671,5742,52.385,1.06,72.257,78.06994885,79.58993351,69.56003472,1483.71,2071,2212,1171
22,wet,1278.781256,H2O,44.97,0.225,32,716.389,1.11102,12.358,15.017,19.998,202.197,90.001,502.197,4043.939,5054.924,5.055,92.235,30.002,46.75,405,503.27,110.296,170,1457,3658,5705,52.326,1.058,71.639,77.69995258,79.45993482,69.54003492,1458.89,2047,2201,1287
23,wet,1272.288779,H2O,44.96,0.225,32,712.382,0.75859,13.568,15.094,19.997,202.152,90,502.152,4043.038,5053.797,5.056,92.336,30.001,52.937,405,503.04,110.208,163,1436,3656,5744,52.285,1.057,71.238,78.08994865,79.43993502,69.33003704,1379.82,2088,2220,1273
24,wet,1277.848427,H2O,45.01,0.225,32,721.441,0.92047,20.8,14.984,19.995,202.393,89.999,502.393,4047.864,5059.83,5.06,92.203,30.001,47.183,405,512.581,109.978,333,1431,3665,5747,52.201,1.055,72.144,78.11994834,79.52993412,69.28003755,1467.41,2082,2234,1098
25,wet,1282.615874,H2O,44.95,0.225,32,725.621,0.85457,11.582,15.106,20,202.294,90,502.294,4045.881,5057.352,5.061,92.313,29.996,46.103,405,505.509,109.978,299,1517,3674,5709,52.031,1.051,72.562,77.73995218,79.61993321,70.14002887,1547.21,2035,2157,1218
26,wet,1276.427083,H2O,44.94,0.224,31,715.821,0.84856,20.67,14.935,20.004,202.52,90,502.52,4050.393,5062.992,5.064,92.442,30,53.813,405,505.441,109.221,292,1397,3665,5704,52.006,1.05,71.582,77.68995268,79.52993412,68.94004098,1454.21,2039,2268,1105
27,wet,1281.11012,H2O,44.94,0.225,32,724.281,0.81772,10.83,15.005,19.999,202.335,90,502.335,4046.705,5058.382,5.035,92.043,29.994,46.438,405,507.155,109.398,249,1375,3663,5746,51.709,1.043,72.428,78.10994845,79.50993432,68.7200432,1496.81,2083,2288,1126
2,wet,1273.898222,H2O,44.97,0.221,28,718.015,0.71782,15.886,14.988,20.003,203.015,89.999,503.015,4060.308,5075.385,5.115,92.854,29.993,50.69,405,495.893,109.608,172,1360,3659,5708,51.787,1.045,71.801,77.72995228,79.46993472,68.57004471,1472.15,2049,2299,1188
3,wet,1274.442203,H2O,44.97,0.224,31,718.058,0.92379,20.092,14.921,19.997,204.243,89.999,504.243,4084.87,5106.087,5.13,93.143,29.989,45.881,405,501.478,110.278,288,1435,3658,5705,52.015,1.05,71.806,77.69995258,79.45993482,69.32003714,1475.58,2047,2223,1147
4,wet,1276.432217,H2O,44.89,0.223,30,721.87,0.89618,20.223,15.09,20.006,203.51,90,503.51,4070.197,5087.747,5.095,92.6,29.999,46.634,405,508.483,109.768,243,1407,3665,5728,51.97,1.049,72.187,77.92995026,79.52993412,69.04003997,1490.7,2063,2258,1164
5,wet,1277.655913,H2O,44.99,0.22,27,718.198,0.88631,18.52,15.161,19.996,199.44,90,499.44,3988.797,4985.997,4.985,90.779,30.002,58.646,405,507.993,108.156,266,1584,3655,5732,51.224,1.031,71.82,77.96994986,79.42993513,70.81002211,1449.98,2077,2071,1318
6,wet,1285.038285,H2O,45.03,0.22,27,713.546,0.80238,17.455,15.039,19.997,199.511,90.001,499.511,3990.214,4987.767,4.988,90.615,29.996,53.889,405,511.276,108.262,213,1511,3645,5715,51.298,1.032,71.355,77.79995157,79.32993613,70.08002948,1420.46,2070,2134,1298
7,wet,1268.453844,H2O,45.04,0.22,27,711.421,0.82889,20.382,15.112,19.994,198.963,90,498.963,3979.257,4974.072,4.968,90.171,30.007,58.581,405,506.76,107.953,248,1439,3646,5733,50.909,1.023,71.142,77.97994976,79.33993603,69.36003674,1381.21,2087,2207,1191
8,wet,1271.732672,H2O,45.02,0.217,24,711.592,1.21989,11.754,14.988,19.997,197.823,90,497.823,3956.458,4945.572,4.952,89.9,30,62.855,405,523.396,107.284,262,1523,3649,5709,51.187,1.03,71.159,77.73995218,79.36993573,70.20002826,1406.92,2060,2126,1261
9,wet,1269.30024,H2O,45.03,0.216,23,712.814,1.41046,20.108,15.062,19.999,197.533,89.999,497.533,3950.652,4938.315,4.932,89.729,29.996,60.637,405,516.498,107.306,307,1452,3650,5686,50.985,1.025,71.281,77.5099545,79.37993563,69.49003543,1442.14,2036,2198,1145
10,wet,1279.21923,H2O,45.05,0.216,23,717.163,1.01435,10.668,14.957,19.998,197.373,90,497.373,3947.46,4934.325,4.934,89.801,29.997,64.86,405,521.642,107.241,249,1417,3649,5726,50.982,1.025,71.716,77.90995046,79.36993573,69.14003896,1445.63,2077,2232,1168
11,wet,1278.274705,H2O,45.09,0.216,23,712.164,1.57538,19.446,14.995,20,197.358,90.001,497.358,3947.154,4933.942,4.936,89.831,30.01,62.975,405,521.579,107.288,167,1420,3640,5705,50.985,1.025,71.216,77.69995258,79.27993664,69.17003866,1416.64,2065,2220,1253
12,wet,1279.19832,H2O,45.18,0.217,24,710.377,1.3637,19.94,14.854,20.002,197.693,90,497.693,3953.86,4942.325,4.949,90.172,30.003,60.745,405,521.477,107.325,252,1476,3643,5696,51.2,1.03,71.038,77.60995349,79.30993634,69.73003301,1407.77,2053,2167,1224
13,wet,1281.471833,H2O,45.2,0.218,25,715.375,1.33755,17.527,15.053,19.994,197.488,90,497.488,3949.758,4937.197,4.947,90.178,29.999,54.352,405,509.597,108.454,238,1439,3647,5691,51.137,1.028,71.537,77.559954,79.34993593,69.36003674,1462.75,2044,2208,1201
14,wet,1276.658404,H2O,45.21,0.218,25,710.587,1.14418,20.02,14.887,20.002,198.573,89.999,498.573,3971.455,4964.318,4.963,90.012,29.998,58.799,405,520.005,108.315,136,1352,3639,5684,51.309,1.033,71.059,77.4899547,79.26993674,68.49004552,1421.87,2045,2287,1216
15,wet,1274.233471,H2O,45.11,0.218,25,715.218,0.85498,20.005,15.031,20.003,198.627,90,498.627,3972.534,4965.668,4.967,90.212,29.998,58.058,405,520.787,107.713,147,1362,3644,5733,51.166,1.029,71.522,77.97994976,79.31993624,68.59004451,1419.18,2089,2282,1215
16,wet,1269.767175,H2O,45.08,0.218,25,717.232,1.23714,19.411,15.02,20.001,198.224,90,498.224,3964.479,4955.598,4.964,90.309,30.004,60.924,405,521.375,107.676,149,1329,3645,5732,51.143,1.029,71.723,77.96994986,79.32993613,68.26004784,1440.32,2087,2316,1180
17,wet,1279.049735,H2O,45.11,0.218,25,710.706,1.14447,18.092,15.055,19.999,198.239,90.001,498.239,3964.788,4955.985,4.923,89.66,30.001,62.882,405,507.903,106.946,186,1362,3641,5725,50.825,1.021,71.071,77.89995056,79.28993654,68.59004451,1382.06,2084,2279,1176
18,wet,1272.182158,H2O,45.12,0.218,25,718.782,1.29229,17.431,15.049,19.999,197.631,90.002,497.631,3952.625,4940.782,4.928,89.956,30.004,55.138,405,509.286,108.361,316,1361,3655,5710,50.846,1.021,71.878,77.74995208,79.42993513,68.58004461,1477.82,2055,2294,1045
19,wet,1277.082665,H2O,45.09,0.22,27,718.57,1.47385,15.179,15.168,20.003,197.591,89.999,497.591,3951.826,4939.783,4.936,89.9,30.003,57.793,405,516.043,107.711,228,1542,3656,5741,51.09,1.027,71.857,78.05994895,79.43993502,70.39002635,1444.7,2085,2114,1314
20,wet,1276.871085,H2O,45.12,0.221,28,719.687,1.16319,15.553,14.951,20.004,197.746,90,497.746,3954.911,4943.639,4.947,89.884,30.003,60.378,405,520.129,107.796,227,1495,3653,5706,51.165,1.029,71.969,77.70995248,79.40993533,69.92003109,1490.87,2053,2158,1268
21,wet,1275.582669,H2O,45.18,0.222,29,721.081,1.062,14.349,14.974,20.004,197.657,90.001,497.657,3953.15,4941.437,4.936,89.896,29.998,53.136,405,508.784,108.361,231,1378,3655,5706,51.182,1.03,72.108,77.70995248,79.42993513,68.7500429,1504.81,2051,2277,1147
22,wet,1277.551834,H2O,45.19,0.222,29,717.858,1.4525,16.591,14.907,20.001,197.175,90,497.175,3943.491,4929.364,4.932,89.681,30.006,60.551,405,520.598,107.767,242,1366,3650,5739,51.099,1.027,71.786,78.03994915,79.37993563,68.63004411,1439.58,2089,2284,1124
23,wet,1277.78147,H2O,45.12,0.222,29,718.895,1.52592,11.384,15.104,19.998,197.045,89.999,497.045,3940.893,4926.116,4.93,89.703,29.997,60.87,405,516.572,107.709,221,1465,3650,5693,51.128,1.028,71.889,77.57995379,79.37993563,69.62003412,1495.95,2043,2185,1244
24,wet,1277.178251,H2O,45.13,0.223,30,718.567,1.19653,17.44,15.081,19.998,197.415,90.001,497.415,3948.304,4935.38,4.931,89.589,29.996,56.873,405,505.309,107.784,176,1431,3647,5696,51.073,1.027,71.857,77.60995349,79.34993593,69.28003755,1489.67,2049,2216,1255
25,wet,1270.342348,H2O,45.11,0.223,30,724.096,1.49645,20.293,15.03,19.997,197.203,90.001,497.203,3944.064,4930.08,4.934,89.797,30.009,60.919,405,519.998,107.722,361,1420,3661,5726,51.138,1.028,72.41,77.90995046,79.48993452,69.17003866,1514.96,2065,2241,1059
26,wet,1273.844301,H2O,45.15,0.223,30,719.496,1.29132,19.651,14.961,20.006,197.314,89.999,497.314,3946.284,4932.855,4.932,89.605,29.987,60.877,405,519.03,107.689,275,1434,3656,5702,51.169,1.029,71.95,77.66995289,79.43993502,69.31003725,1492.96,2046,2222,1159
27,wet,1270.993341,H2O,45.16,0.223,30,716.874,1.12251,19.618,14.929,19.999,197.256,90,497.256,3945.129,4931.412,4.938,89.809,29.994,54.172,405,513.006,108.231,140,1374,3644,5731,51.341,1.034,71.687,77.95994996,79.31993624,68.7100433,1437.74,2087,2270,1234
1,wet,1278.50258,H2O,45.12,0.224,31,722.525,1.52756,19.276,15.02,19.998,197.261,90,497.261,3945.214,4931.517,4.944,89.903,30.014,52.115,405,518.52,108.787,234,1398,3656,5745,51.479,1.037,72.253,78.09994855,79.43993502,68.95004088,1480.25,2089,2258,1164
2,wet,1278.599932,H2O,45.16,0.224,31,723.08,1.06626,13.173,14.911,20.004,197.84,90,497.84,3956.792,4945.99,4.945,89.915,29.985,54.149,405,501.252,108.945,209,1439,3651,5698,51.797,1.045,72.308,77.62995329,79.38993553,69.36003674,1532.8,2047,2212,1230
3,wet,1278.835759,H2O,45.19,0.225,32,719.235,1.29483,15.552,14.97,19.999,197.623,90,497.623,3952.46,4940.576,4.938,89.801,29.999,55.039,405,505.911,108.057,269,1437,3651,5702,51.22,1.03,71.924,77.66995289,79.38993553,69.34003694,1490.35,2051,2214,1168
4,wet,1281.924107,H2O,45.2,0.225,32,724.821,1.38632,20.107,15.01,20,197.55,90,497.55,3950.994,4938.743,4.944,89.835,30.003,53.721,405,521.053,108.59,261,1617,3661,5731,51.299,1.032,72.482,77.95994996,79.48993452,71.14001878,1517.21,2070,2044,1356
5,wet,1276.061577,H2O,45.22,0.223,30,718.628,1.41858,10.45,15.07,19.997,197.427,90,497.427,3948.538,4935.673,4.946,89.931,30.013,57.992,405,518.858,108.69,312,1563,3657,5708,51.602,1.04,71.863,77.72995228,79.44993492,70.60002423,1478.28,2051,2094,1251
6,wet,1276.3955,H2O,45.25,0.225,32,720.697,1.27336,14.487,14.923,20,197.695,90,497.695,3953.901,4942.376,4.945,89.812,30.011,47.802,405,514.913,109.247,265,1320,3655,5694,51.533,1.038,72.07,77.58995369,79.42993513,68.17004875,1512.97,2039,2335,1055
7,wet,1275.200613,H2O,45.26,0.225,32,719.265,1.27757,15.464,15.04,19.996,197.647,90,497.647,3952.935,4941.169,4.942,89.843,29.998,48.059,405,510.959,109.347,210,1476,3655,5716,51.814,1.045,71.927,77.80995147,79.42993513,69.73003301,1476.65,2061,2179,1266
8,wet,1278.980075,H2O,45.26,0.225,32,715.88,1.08925,15.583,14.88,19.998,197.687,90,497.687,3953.73,4942.163,4.943,89.845,30,43.899,365,464.994,109.971,202,1433,3649,5727,51.84,1.046,71.588,77.91995036,79.36993573,69.30003735,1431.8,2078,2216,1231
9,wet,1282.139237,H2O,45.21,0.225,32,726.383,1.35571,15.388,14.948,20.004,197.725,90,497.725,3954.506,4943.133,4.943,89.89,30.005,54.947,365,478.745,109.048,317,1494,3670,5722,51.816,1.045,72.638,77.86995087,79.57993361,69.91003119,1541.83,2052,2176,1177
10,wet,1274.525002,H2O,45.22,0.224,31,720.264,1.19561,15.515,14.951,20.002,197.719,90,497.719,3954.381,4942.976,4.942,89.825,30.001,45.406,365,472.416,108.769,162,1447,3652,5717,51.692,1.042,72.026,77.81995137,79.39993543,69.44003593,1485.64,2065,2205,1285
