No_Die,Datetime,Lot_Num,Wafer_Num,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Current,Temp_implantation,Furance_Temp,RTA_Temp
NOLSM3141217,28-02-2019 ?? 9:04:30,12,17,1,Implantation,1.13E+16,1.17E+17,8.01E+17,3.00E+17,6.00E+17,30483.424,0.01,102.248,893,156
NOLSM3151218,28-02-2019 ?? 9:04:30,12,18,2,Implantation,7.05E+15,8.08E+16,4.80E+17,3.00E+17,6.00E+17,32041.628,0.01,102.595,921,158
NOLSM3161219,28-02-2019 ?? 9:04:30,12,19,3,Implantation,1.70E+16,1.79E+17,7.08E+17,3.00E+17,6.00E+17,31843.883,0.01,101.586,897,155
NOLSM3171220,28-02-2019 ?? 9:04:30,12,20,3,Implantation,8.56E+15,6.81E+16,6.64E+17,3.02E+17,6.00E+17,30427.029,0.01,104.247,892,158
NOLSM3181221,28-02-2019 ?? 9:04:30,12,21,2,Implantation,8.27E+15,9.34E+16,5.31E+17,3.01E+17,6.00E+17,31076.654,0.01,102.468,918,152
NOLSM3191222,28-02-2019 ?? 9:04:30,12,22,1,Implantation,1.17E+16,4.06E+16,5.88E+17,2.99E+17,6.00E+17,31775.473,0.01,102.414,924,154
NOLSM3201223,28-02-2019 ?? 9:04:30,12,23,1,Implantation,1.46E+16,1.03E+17,6.53E+17,3.00E+17,6.00E+17,31621.297,0.01,101.545,889,153
NOLSM3211224,28-02-2019 ?? 9:04:30,12,24,2,Implantation,1.13E+16,1.66E+17,2.32E+17,3.01E+17,6.00E+17,31948.15,0.01,103.936,908,155
NOLSM3221225,28-02-2019 ?? 9:04:30,12,25,3,Implantation,1.85E+16,1.20E+17,3.90E+17,3.00E+17,6.00E+17,31259.581,0.01,104.197,917,154
NOLSM3231226,28-02-2019 ?? 9:04:30,12,26,3,Implantation,1.41E+16,7.02E+16,2.63E+17,3.01E+17,6.00E+17,32083.164,0.01,102.615,909,154
NOLSM3241227,28-02-2019 ?? 9:04:30,12,27,2,Implantation,9.65E+15,8.08E+16,6.97E+17,3.00E+17,6.00E+17,31228.026,0.01,102.651,887,155
NOLSM325131,01-03-2019 ?? 9:04:30,13,1,1,Implantation,1.50E+16,1.32E+17,6.47E+17,3.01E+17,6.00E+17,30795.934,0.01,103.433,854,154
NOLSM326132,01-03-2019 ?? 9:04:30,13,2,1,Implantation,1.11E+16,4.37E+16,1.04E+18,3.03E+17,6.00E+17,32135.618,0.01,105.552,895,156
NOLSM327133,01-03-2019 ?? 9:04:30,13,3,2,Implantation,1.04E+16,1.51E+16,6.47E+17,2.98E+17,6.00E+17,31057.895,0.01,102.598,898,152
NOLSM328134,01-03-2019 ?? 9:04:30,13,4,3,Implantation,8.89E+15,1.02E+17,3.41E+17,3.00E+17,6.00E+17,32140.566,0.01,102.963,879,155
NOLSM329135,01-03-2019 ?? 9:04:30,13,5,3,Implantation,1.67E+16,7.88E+16,7.26E+17,3.02E+17,6.00E+17,31986.009,0.01,101.419,882,155
NOLSM330136,01-03-2019 ?? 9:04:30,13,6,2,Implantation,1.13E+16,8.12E+16,3.27E+17,2.99E+17,6.00E+17,31982.632,0.01,103.847,871,152
NOLSM331137,01-03-2019 ?? 9:04:30,13,7,1,Implantation,1.13E+16,1.16E+17,9.13E+17,2.99E+17,6.00E+17,32499.229,0.01,102.84,916,157
NOLSM332138,01-03-2019 ?? 9:04:30,13,8,1,Implantation,1.12E+16,7.20E+16,5.02E+17,3.00E+17,6.00E+17,32016.39,0.01,104.368,891,153
NOLSM333139,01-03-2019 ?? 9:04:30,13,9,2,Implantation,1.45E+16,6.48E+16,8.79E+15,3.01E+17,6.00E+17,31810.414,0.01,103.625,903,153
NOLSM3341310,01-03-2019 ?? 9:04:30,13,10,3,Implantation,1.06E+16,8.54E+16,7.99E+17,3.00E+17,6.00E+17,31969.699,0.01,102.847,883,161
NOLSM3351311,01-03-2019 ?? 9:04:30,13,11,3,Implantation,1.53E+16,1.01E+17,4.94E+17,3.00E+17,6.00E+17,31419.868,0.01,103.298,862,154
NOLSM3361312,01-03-2019 ?? 9:04:30,13,12,2,Implantation,1.06E+16,1.63E+17,2.20E+17,3.03E+17,6.00E+17,31196.102,0.01,104.54,892,154
NOLSM3371313,01-03-2019 ?? 9:04:30,13,13,1,Implantation,1.13E+16,1.31E+16,5.40E+17,3.00E+17,6.00E+17,31201.477,0.01,103.231,902,158
NOLSM3381314,01-03-2019 ?? 9:04:30,13,14,1,Implantation,1.17E+16,1.10E+17,4.95E+17,3.00E+17,6.00E+17,31084.207,0.01,101.561,895,153
NOLSM3391315,01-03-2019 ?? 9:04:30,13,15,2,Implantation,1.18E+16,8.54E+16,4.07E+17,3.01E+17,6.00E+17,32253.776,0.01,102.869,904,155
NOLSM3401316,01-03-2019 ?? 9:04:30,13,16,3,Implantation,1.42E+16,8.73E+16,5.93E+17,3.00E+17,6.00E+17,31446.324,0.01,102.759,882,155
NOLSM3411317,01-03-2019 ?? 9:04:30,13,17,3,Implantation,7.83E+15,1.31E+17,3.65E+17,3.03E+17,6.00E+17,32773.392,0.01,105.126,896,150
NOLSM3421318,01-03-2019 ?? 9:04:30,13,18,2,Implantation,1.08E+16,3.69E+16,5.43E+17,2.99E+17,6.00E+17,31202.426,0.01,100.703,898,155
NOLSM3431319,01-03-2019 ?? 9:04:30,13,19,1,Implantation,1.17E+16,9.08E+16,1.99E+17,3.01E+17,6.00E+17,31661.976,0.01,101.119,891,149
NOLSM3441320,01-03-2019 ?? 9:04:30,13,20,1,Implantation,1.34E+16,7.75E+16,4.48E+17,2.99E+17,6.00E+17,30785.849,0.01,103.203,880,156
NOLSM3451321,01-03-2019 ?? 9:04:30,13,21,3,Implantation,1.19E+16,8.61E+16,5.08E+17,2.99E+17,6.00E+17,31765.567,0.01,102.207,878,156
NOLSM3461322,01-03-2019 ?? 9:04:30,13,22,3,Implantation,1.24E+16,1.30E+17,2.17E+17,3.01E+17,6.00E+17,30901.365,0.01,101.874,912,155
NOLSM3471323,01-03-2019 ?? 9:04:30,13,23,2,Implantation,1.66E+16,2.38E+17,1.03E+18,3.00E+17,6.00E+17,31877.743,0.01,101.707,914,155
NOLSM3481324,01-03-2019 ?? 9:04:30,13,24,1,Implantation,1.15E+16,1.09E+17,7.63E+17,3.00E+17,6.00E+17,30107.396,0.01,102.811,899,156
NOLSM3491325,01-03-2019 ?? 9:04:30,13,25,1,Implantation,9.27E+15,9.56E+16,4.79E+17,2.99E+17,6.00E+17,32048.247,0.01,102.598,903,157
NOLSM3501326,01-03-2019 ?? 9:04:30,13,26,2,Implantation,1.88E+16,1.53E+16,7.91E+17,3.00E+17,6.00E+17,31221.028,0.01,104.234,879,155
NOLSM3511327,01-03-2019 ?? 9:04:30,13,27,3,Implantation,7.20E+15,1.30E+17,5.99E+17,3.00E+17,6.00E+17,31645.163,0.01,100.57,890,157
NOLSM352141,02-03-2019 ?? 9:04:30,14,1,3,Implantation,1.09E+16,4.12E+16,9.74E+17,3.03E+17,6.00E+17,31292.665,0.01,100.718,899,151
NOLSM353142,02-03-2019 ?? 9:04:30,14,2,2,Implantation,1.14E+16,7.25E+16,8.05E+17,2.99E+17,6.00E+17,32015.142,0.01,103.175,874,155
NOLSM354143,02-03-2019 ?? 9:04:30,14,3,1,Implantation,1.62E+16,8.58E+16,4.53E+17,3.01E+17,6.00E+17,30828.379,0.01,102.963,882,158
NOLSM355144,02-03-2019 ?? 9:04:30,14,4,1,Implantation,1.24E+16,1.50E+17,3.60E+17,2.99E+17,6.00E+17,32525.804,0.01,102.767,926,156
NOLSM356145,02-03-2019 ?? 9:04:30,14,5,2,Implantation,1.54E+16,4.30E+16,5.93E+17,3.02E+17,6.00E+17,31584.1,0.01,102.448,925,156
NOLSM357146,02-03-2019 ?? 9:04:30,14,6,3,Implantation,1.65E+16,1.26E+17,8.12E+17,3.00E+17,6.00E+17,31743.858,0.01,104.18,914,156
NOLSM358147,02-03-2019 ?? 9:04:30,14,7,2,Implantation,7.24E+15,1.96E+17,5.41E+17,2.96E+17,6.00E+17,32590.44,0.01,106.173,915,154
NOLSM359148,02-03-2019 ?? 9:04:30,14,8,1,Implantation,9.91E+15,6.10E+16,1.66E+17,3.02E+17,6.00E+17,32202.196,0.01,103.67,882,153
NOLSM360149,02-03-2019 ?? 9:04:30,14,9,1,Implantation,1.38E+16,1.09E+17,7.02E+17,3.00E+17,6.00E+17,31167.976,0.01,104.326,888,159
NOLSM3611410,02-03-2019 ?? 9:04:30,14,10,2,Implantation,1.79E+16,8.57E+16,6.04E+17,3.00E+17,6.00E+17,30598.176,0.01,102.716,860,155
NOLSM3621411,02-03-2019 ?? 9:04:30,14,11,3,Implantation,1.07E+16,9.57E+16,2.49E+17,3.01E+17,6.00E+17,32095.533,0.01,103.37,902,155
NOLSM3631412,02-03-2019 ?? 9:04:30,14,12,3,Implantation,1.44E+16,5.22E+16,9.28E+17,2.99E+17,6.00E+17,31074.084,0.01,101.302,893,155
NOLSM3641413,02-03-2019 ?? 9:04:30,14,13,2,Implantation,1.00E+16,1.31E+17,6.99E+17,3.00E+17,6.00E+17,31732.45,0.01,104.196,912,153
NOLSM3651414,02-03-2019 ?? 9:04:30,14,14,1,Implantation,8.19E+15,7.54E+16,8.47E+17,2.99E+17,6.00E+17,31559.581,0.01,101.5,909,154
NOLSM3661415,02-03-2019 ?? 9:04:30,14,15,1,Implantation,8.24E+15,1.24E+16,8.48E+17,3.00E+17,6.00E+17,31251.253,0.01,101.809,906,155
NOLSM3671416,02-03-2019 ?? 9:04:30,14,16,2,Implantation,8.27E+15,7.79E+16,5.92E+17,3.00E+17,6.00E+17,31364.131,0.01,103.785,906,155
NOLSM3681417,02-03-2019 ?? 9:04:30,14,17,3,Implantation,1.22E+16,1.13E+17,8.25E+17,3.00E+17,6.00E+17,32166.592,0.01,102.54,911,153
NOLSM3691418,02-03-2019 ?? 9:04:30,14,18,3,Implantation,1.18E+16,1.14E+17,4.73E+17,2.99E+17,6.00E+17,32602.428,0.01,104.079,917,160
NOLSM3701419,02-03-2019 ?? 9:04:30,14,19,2,Implantation,6.75E+15,9.89E+16,2.11E+17,3.00E+17,6.00E+17,31126.822,0.01,103.831,894,156
NOLSM3711420,02-03-2019 ?? 9:04:30,14,20,1,Implantation,1.49E+16,3.52E+16,4.27E+17,3.01E+17,6.00E+17,31795.543,0.01,104.113,875,154
NOLSM3721421,02-03-2019 ?? 9:04:30,14,21,1,Implantation,6.75E+15,1.08E+17,6.22E+17,3.01E+17,6.00E+17,31209.028,0.01,103.854,884,156
NOLSM3731422,02-03-2019 ?? 9:04:30,14,22,2,Implantation,2.98E+15,8.43E+16,6.48E+17,3.01E+17,6.00E+17,30954.031,0.01,99.555,895,155
NOLSM3741423,02-03-2019 ?? 9:04:30,14,23,3,Implantation,1.58E+16,9.95E+16,3.07E+17,3.02E+17,6.00E+17,31265.102,0.01,101.988,916,150
NOLSM3751424,02-03-2019 ?? 9:04:30,14,24,1,Implantation,6.41E+15,5.50E+15,4.50E+17,2.99E+17,6.00E+17,32267.154,0.01,104.109,907,155
NOLSM3761425,02-03-2019 ?? 9:04:30,14,25,1,Implantation,1.54E+16,5.38E+16,2.17E+17,3.03E+17,6.00E+17,31799.934,0.01,104.071,917,150
NOLSM3771426,02-03-2019 ?? 9:04:30,14,26,2,Implantation,1.23E+16,8.84E+16,6.37E+17,2.99E+17,6.00E+17,32222.227,0.01,104.658,893,157
NOLSM3781427,02-03-2019 ?? 9:04:30,14,27,3,Implantation,3.41E+15,1.26E+17,6.61E+17,3.01E+17,6.00E+17,32130.349,0.01,102.474,900,157
NOLSM379151,03-03-2019 ?? 9:04:30,15,1,3,Implantation,2.88E+15,1.20E+16,5.22E+17,3.01E+17,6.00E+17,32241.562,0.01,102.059,912,156
NOLSM380152,03-03-2019 ?? 9:04:30,15,2,2,Implantation,8.14E+15,1.65E+17,2.54E+17,3.01E+17,6.00E+17,32695.351,0.01,100.52,893,158
NOLSM381153,03-03-2019 ?? 9:04:30,15,3,1,Implantation,1.42E+16,9.77E+16,3.16E+17,2.99E+17,6.00E+17,32457.98,0.01,103.259,894,152
NOLSM382154,03-03-2019 ?? 9:04:30,15,4,1,Implantation,1.23E+16,9.70E+16,3.21E+17,3.01E+17,6.00E+17,32385.463,0.01,100.834,901,155
NOLSM383155,03-03-2019 ?? 9:04:30,15,5,3,Implantation,1.78E+16,6.64E+16,6.58E+17,3.00E+17,6.00E+17,32928.823,0.01,104.711,885,153
NOLSM384156,03-03-2019 ?? 9:04:30,15,6,3,Implantation,5.99E+15,1.35E+17,1.14E+18,2.99E+17,6.00E+17,32507.472,0.01,103.749,907,153
NOLSM385157,03-03-2019 ?? 9:04:30,15,7,1,Implantation,9.96E+15,5.89E+16,6.87E+17,3.01E+17,6.00E+17,31557.692,0.01,99.555,897,154
NOLSM386158,03-03-2019 ?? 9:04:30,15,8,1,Implantation,7.06E+15,1.19E+17,5.26E+17,3.00E+17,6.00E+17,32314.849,0.01,102.377,916,153
NOLSM387159,03-03-2019 ?? 9:04:30,15,9,2,Implantation,1.17E+16,5.23E+16,5.98E+17,3.01E+17,6.00E+17,32704.56,0.01,104.585,911,153
NOLSM3881510,03-03-2019 ?? 9:04:30,15,10,3,Implantation,8.72E+15,1.38E+17,3.74E+17,3.01E+17,6.00E+17,32148.267,0.01,104.398,896,158
NOLSM3891511,03-03-2019 ?? 9:04:30,15,11,3,Implantation,1.15E+16,1.52E+17,4.58E+17,3.00E+17,6.00E+17,32153.409,0.01,102.027,911,156
NOLSM3901512,03-03-2019 ?? 9:04:30,15,12,2,Implantation,1.46E+16,2.69E+16,6.04E+17,3.00E+17,6.00E+17,32034.212,0.01,107.376,878,156
NOLSM3911513,03-03-2019 ?? 9:04:30,15,13,1,Implantation,9.50E+15,1.14E+17,4.29E+17,3.03E+17,6.00E+17,30966.612,0.01,105.285,903,152
NOLSM3921514,03-03-2019 ?? 9:04:30,15,14,1,Implantation,1.11E+16,1.46E+17,3.77E+17,3.00E+17,6.00E+17,31509.217,0.01,104.176,884,154
NOLSM3931515,03-03-2019 ?? 9:04:30,15,15,3,Implantation,1.15E+16,9.13E+16,4.82E+17,3.03E+17,6.00E+17,31497.31,0.01,105.043,906,152
NOLSM3941516,03-03-2019 ?? 9:04:30,15,16,3,Implantation,2.01E+16,1.58E+17,5.62E+17,3.01E+17,6.00E+17,30883.8,0.01,100.728,906,150
NOLSM3951517,03-03-2019 ?? 9:04:30,15,17,2,Implantation,7.30E+15,1.79E+17,3.31E+17,3.00E+17,6.00E+17,32548.685,0.01,101.805,913,153
NOLSM3961518,03-03-2019 ?? 9:04:30,15,18,1,Implantation,1.34E+16,8.04E+16,3.52E+17,3.01E+17,6.00E+17,32096.824,0.01,102.901,889,154
NOLSM3971519,03-03-2019 ?? 9:04:30,15,19,1,Implantation,8.72E+15,5.58E+16,4.22E+17,3.00E+17,6.00E+17,31876.775,0.01,103.409,900,156
NOLSM3981520,03-03-2019 ?? 9:04:30,15,20,2,Implantation,1.62E+16,5.10E+16,4.60E+17,2.99E+17,6.00E+17,31373.265,0.01,103.899,911,154
NOLSM3991521,03-03-2019 ?? 9:04:30,15,21,3,Implantation,1.08E+16,7.93E+16,4.80E+17,2.98E+17,6.00E+17,32270.885,0.01,102.841,903,157
NOLSM4001522,03-03-2019 ?? 9:04:30,15,22,3,Implantation,1.44E+16,1.29E+17,6.72E+17,2.99E+17,6.00E+17,32062.372,0.01,104.328,885,152
NOLSM4011523,03-03-2019 ?? 9:04:30,15,23,2,Implantation,1.73E+16,9.95E+16,6.12E+16,3.00E+17,6.00E+17,32374.895,0.01,104.18,898,155
NOLSM4021524,03-03-2019 ?? 9:04:30,15,24,1,Implantation,8.72E+15,1.00E+17,6.54E+17,2.98E+17,6.00E+17,31438.723,0.01,104.829,908,148
NOLSM4031525,03-03-2019 ?? 9:04:30,15,25,1,Implantation,7.30E+15,1.13E+17,6.12E+17,3.00E+17,6.00E+17,32297.342,0.01,102.555,893,152
NOLSM4041526,03-03-2019 ?? 9:04:30,15,26,3,Implantation,1.82E+16,6.32E+16,6.90E+17,3.01E+17,6.00E+17,31153.753,0.01,103.587,927,154
NOLSM4051527,03-03-2019 ?? 9:04:30,15,27,3,Implantation,1.30E+16,1.49E+17,6.14E+17,3.02E+17,6.00E+17,32181.305,0.01,104.43,906,156
NOLSM406161,04-03-2019 ?? 9:04:30,16,1,2,Implantation,5.17E+15,1.71E+16,7.53E+17,3.00E+17,6.00E+17,31639.318,0.01,103.843,902,155
NOLSM407162,04-03-2019 ?? 9:04:30,16,2,1,Implantation,1.30E+16,1.83E+17,3.86E+17,3.01E+17,6.00E+17,31468.269,0.01,102.597,923,153
NOLSM408163,04-03-2019 ?? 9:04:30,16,3,1,Implantation,1.61E+16,7.85E+16,9.67E+17,3.00E+17,6.00E+17,30906.701,0.01,104.338,910,149
NOLSM409164,04-03-2019 ?? 9:04:30,16,4,2,Implantation,9.42E+15,1.80E+17,4.59E+17,3.02E+17,6.00E+17,31668.747,0.01,104.576,919,157
NOLSM410165,04-03-2019 ?? 9:04:30,16,5,3,Implantation,3.16E+15,5.03E+16,1.05E+18,3.01E+17,6.00E+17,30876.21,0.01,103.354,881,154
NOLSM411166,04-03-2019 ?? 9:04:30,16,6,3,Implantation,1.26E+16,2.40E+16,7.29E+17,3.01E+17,6.00E+17,32023.057,0.01,103.827,871,154
NOLSM412167,04-03-2019 ?? 9:04:30,16,7,2,Implantation,1.86E+16,1.38E+17,3.26E+17,3.01E+17,6.00E+17,32434.874,0.01,105.794,908,156
NOLSM413168,04-03-2019 ?? 9:04:30,16,8,1,Implantation,1.06E+16,6.33E+16,5.17E+17,3.02E+17,6.00E+17,31494.284,0.01,104.617,891,157
NOLSM414169,04-03-2019 ?? 9:04:30,16,9,1,Implantation,9.39E+15,1.80E+17,9.22E+17,2.99E+17,6.00E+17,30734.563,0.01,105.213,910,153
NOLSM4151610,04-03-2019 ?? 9:04:30,16,10,2,Implantation,1.23E+16,1.48E+17,4.06E+17,3.00E+17,6.00E+17,32057.927,0.01,106.015,898,152
NOLSM4161611,04-03-2019 ?? 9:04:30,16,11,3,Implantation,1.30E+16,1.02E+17,7.47E+17,2.99E+17,6.00E+17,31364.565,0.01,103.501,900,152
NOLSM4171612,04-03-2019 ?? 9:04:30,16,12,3,Implantation,7.55E+15,9.44E+16,9.74E+17,3.02E+17,6.00E+17,32541.94,0.01,101.601,892,153
NOLSM4181613,04-03-2019 ?? 9:04:30,16,13,2,Implantation,9.65E+15,4.74E+16,6.62E+17,2.98E+17,6.00E+17,33034.419,0.01,104.309,923,152
NOLSM4191614,04-03-2019 ?? 9:04:30,16,14,1,Implantation,1.12E+16,1.54E+17,6.69E+17,3.00E+17,6.00E+17,31946.049,0.01,101.047,884,153
NOLSM4201615,04-03-2019 ?? 9:04:30,16,15,1,Implantation,1.39E+16,7.15E+16,7.37E+17,3.00E+17,6.00E+17,31897.707,0.01,105.23,873,155
NOLSM4211616,04-03-2019 ?? 9:04:30,16,16,2,Implantation,1.60E+16,9.27E+16,3.73E+17,3.00E+17,6.00E+17,32602.917,0.01,102.84,904,155
NOLSM4221617,04-03-2019 ?? 9:04:30,16,17,3,Implantation,3.60E+15,1.22E+17,4.46E+17,3.01E+17,6.00E+17,31571.823,0.01,101.127,892,155
NOLSM4231618,04-03-2019 ?? 9:04:30,16,18,2,Implantation,1.44E+16,2.04E+17,2.42E+17,3.02E+17,6.00E+17,32059.355,0.01,105.789,940,155
NOLSM4241619,04-03-2019 ?? 9:04:30,16,19,1,Implantation,1.53E+16,1.90E+17,4.89E+17,3.00E+17,6.00E+17,31414.216,0.01,102.388,878,156
NOLSM4251620,04-03-2019 ?? 9:04:30,16,20,1,Implantation,1.35E+16,1.20E+17,4.02E+17,3.01E+17,6.00E+17,31370.247,0.01,102.874,904,155
NOLSM4261621,04-03-2019 ?? 9:04:30,16,21,3,Implantation,9.30E+15,6.26E+16,4.25E+17,3.01E+17,6.00E+17,31692.403,0.01,105.464,906,156
NOLSM4271622,04-03-2019 ?? 9:04:30,16,22,3,Implantation,8.99E+15,9.34E+16,2.63E+17,3.00E+17,6.00E+17,31606.555,0.01,104.196,886,154
NOLSM4281623,04-03-2019 ?? 9:04:30,16,23,2,Implantation,6.93E+15,2.54E+16,6.46E+17,3.02E+17,6.00E+17,31254.326,0.01,104.095,882,151
NOLSM4291624,04-03-2019 ?? 9:04:30,16,24,1,Implantation,1.07E+16,1.33E+17,3.84E+17,3.01E+17,6.00E+17,32203.423,0.01,103.053,914,152
NOLSM4301625,04-03-2019 ?? 9:04:30,16,25,1,Implantation,8.54E+15,1.34E+17,8.16E+17,3.00E+17,6.00E+17,31832.222,0.01,99.999,902,155
NOLSM4311626,04-03-2019 ?? 9:04:30,16,26,2,Implantation,2.62E+15,7.24E+16,6.00E+17,3.01E+17,6.00E+17,30830.93,0.01,103.348,896,153
NOLSM4321627,04-03-2019 ?? 9:04:30,16,27,3,Implantation,1.04E+16,1.18E+17,3.42E+17,3.00E+17,6.00E+17,31869.207,0.01,103.255,906,153
NOLSM433171,05-03-2019 ?? 9:04:30,17,1,3,Implantation,1.50E+16,1.09E+17,4.13E+17,2.99E+17,6.00E+17,32423.296,0.01,102.77,923,157
NOLSM434172,05-03-2019 ?? 9:04:30,17,2,2,Implantation,1.06E+16,1.07E+17,7.08E+17,3.02E+17,6.00E+17,31593.132,0.01,103.087,884,156
NOLSM435173,05-03-2019 ?? 9:04:30,17,3,1,Implantation,1.37E+16,1.05E+17,5.54E+17,2.99E+17,6.00E+17,31895.11,0.01,102.953,909,151
NOLSM436174,05-03-2019 ?? 9:04:30,17,4,1,Implantation,4.02E+15,2.02E+16,6.15E+17,3.01E+17,6.00E+17,32433.326,0.01,100.472,873,155
NOLSM437175,05-03-2019 ?? 9:04:30,17,5,2,Implantation,8.54E+15,1.37E+17,2.79E+17,3.01E+17,6.00E+17,31510.648,0.01,101.757,910,157
NOLSM438176,05-03-2019 ?? 9:04:30,17,6,3,Implantation,1.19E+16,9.05E+16,8.65E+17,3.01E+17,6.00E+17,31825.29,0.01,103.956,891,151
NOLSM439177,05-03-2019 ?? 9:04:30,17,7,2,Implantation,1.04E+16,8.81E+16,1.03E+18,2.98E+17,6.00E+17,31763.653,0.01,99.34,883,157
NOLSM440178,05-03-2019 ?? 9:04:30,17,8,1,Implantation,9.49E+15,1.28E+17,5.21E+17,3.00E+17,6.00E+17,31580.222,0.01,104.285,898,155
NOLSM441179,05-03-2019 ?? 9:04:30,17,9,1,Implantation,9.55E+15,8.44E+16,2.21E+17,2.99E+17,6.00E+17,32274.385,0.01,103.15,898,153
NOLSM4421710,05-03-2019 ?? 9:04:30,17,10,3,Implantation,1.04E+16,7.78E+16,8.90E+17,2.99E+17,6.00E+17,32210.028,0.01,104.871,924,157
NOLSM4431711,05-03-2019 ?? 9:04:30,17,11,3,Implantation,1.09E+16,8.62E+16,6.16E+17,2.99E+17,6.00E+17,31549.184,0.01,104.859,881,154
NOLSM4441712,05-03-2019 ?? 9:04:30,17,12,2,Implantation,8.85E+15,9.78E+16,5.93E+17,2.99E+17,6.00E+17,32087.646,0.01,103.005,895,157
NOLSM4451713,05-03-2019 ?? 9:04:30,17,13,1,Implantation,1.63E+16,1.38E+17,7.54E+17,3.01E+17,6.00E+17,31501.258,0.01,102.754,910,153
NOLSM4461714,05-03-2019 ?? 9:04:30,17,14,1,Implantation,9.29E+15,1.65E+17,2.95E+17,3.00E+17,6.00E+17,30658.962,0.01,103.386,922,153
NOLSM4471715,05-03-2019 ?? 9:04:30,17,15,2,Implantation,1.68E+16,1.26E+17,1.10E+18,3.01E+17,6.00E+17,31542.357,0.01,100.201,905,151
NOLSM4481716,05-03-2019 ?? 9:04:30,17,16,3,Implantation,1.36E+16,1.46E+17,4.77E+17,3.00E+17,6.00E+17,31487.108,0.01,102.624,885,154
NOLSM4491717,05-03-2019 ?? 9:04:30,17,17,3,Implantation,1.64E+16,4.65E+16,2.58E+17,3.01E+17,6.00E+17,31179.148,0.01,103.458,904,153
NOLSM4501718,05-03-2019 ?? 9:04:30,17,18,1,Implantation,9.25E+15,8.40E+16,1.06E+18,2.99E+17,6.00E+17,32292.179,0.01,100.414,904,158
NOLSM4511719,05-03-2019 ?? 9:04:30,17,19,1,Implantation,9.53E+15,8.47E+16,5.91E+17,3.01E+17,6.00E+17,31684.211,0.01,101.7,905,156
NOLSM4521720,05-03-2019 ?? 9:04:30,17,20,3,Implantation,1.20E+16,1.04E+17,7.73E+17,3.02E+17,6.00E+17,31473.404,0.01,102.852,903,155
NOLSM4531721,05-03-2019 ?? 9:04:30,17,21,3,Implantation,1.24E+16,8.14E+16,5.93E+17,2.99E+17,6.00E+17,32007.126,0.01,99.669,899,157
NOLSM4541722,05-03-2019 ?? 9:04:30,17,22,2,Implantation,1.80E+16,9.52E+16,6.15E+17,3.00E+17,6.00E+17,31068.324,0.01,101.929,903,152
NOLSM4551723,05-03-2019 ?? 9:04:30,17,23,1,Implantation,1.68E+16,1.08E+17,5.69E+17,3.00E+17,6.00E+17,31559.957,0.01,102.648,894,157
NOLSM4561724,05-03-2019 ?? 9:04:30,17,24,1,Implantation,1.35E+16,3.97E+16,4.45E+17,2.99E+17,6.00E+17,32335.265,0.01,104.012,902,154
NOLSM4571725,05-03-2019 ?? 9:04:30,17,25,3,Implantation,1.32E+16,1.48E+17,5.52E+17,3.00E+17,6.00E+17,32053.209,0.01,103.613,899,159
NOLSM4581726,05-03-2019 ?? 9:04:30,17,26,3,Implantation,1.47E+16,3.94E+16,4.87E+17,3.02E+17,6.00E+17,31181.515,0.01,102.502,902,149
NOLSM4591727,05-03-2019 ?? 9:04:30,17,27,2,Implantation,6.22E+15,1.18E+17,8.26E+17,3.02E+17,6.00E+17,32463.943,0.01,103.367,900,153
NOLSM460181,06-03-2019 ?? 9:04:30,18,1,1,Implantation,1.71E+16,3.66E+15,2.47E+15,3.00E+17,6.00E+17,32203.258,0.01,99.975,912,150
NOLSM461182,06-03-2019 ?? 9:04:30,18,2,1,Implantation,1.72E+16,1.65E+15,3.47E+17,2.99E+17,6.00E+17,32196.245,0.01,101.397,913,152
NOLSM462183,06-03-2019 ?? 9:04:30,18,3,2,Implantation,8.80E+15,1.09E+16,9.71E+14,3.01E+17,6.00E+17,32199.428,0.01,102.733,915,154
NOLSM463184,06-03-2019 ?? 9:04:30,18,4,3,Implantation,1.21E+16,6.47E+15,6.18E+17,2.98E+17,6.00E+17,32197.27,0.01,102.517,915,154
NOLSM464185,06-03-2019 ?? 9:04:30,18,5,3,Implantation,5.72E+15,4.60E+16,2.83E+17,3.01E+17,6.00E+17,32198.727,0.01,102.939,912,154
NOLSM465186,06-03-2019 ?? 9:04:30,18,6,2,Implantation,1.46E+16,1.46E+17,5.11E+17,2.98E+17,6.00E+17,32200.232,0.01,102.634,913,154
NOLSM466187,06-03-2019 ?? 9:04:30,18,7,1,Implantation,8.87E+15,7.78E+15,2.55E+17,3.00E+17,6.00E+17,32202.697,0.01,102.883,917,154
NOLSM467188,06-03-2019 ?? 9:04:30,18,8,1,Implantation,1.57E+16,1.23E+17,1763661791,3.01E+17,6.00E+17,32198.538,0.01,103.449,912,155
NOLSM468189,06-03-2019 ?? 9:04:30,18,9,2,Implantation,1.66E+16,6.66E+16,9.93E+17,2.99E+17,6.00E+17,32200.315,0.01,102.473,908,154
NOLSM4691810,06-03-2019 ?? 9:04:30,18,10,3,Implantation,1.08E+16,2.67E+16,3.36E+16,3.02E+17,6.00E+17,32200.324,0.01,103.388,912,155
