No_Die,Datetime,Lot_Num,Wafer_Num,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake
NOLSM326132,01-03-2019 ?? 9:04:30,13,2,1,Photo,0.86579,13.693,15.059,19.993,199.835,89.999,502.354,4042.427,4979.082,4.937,90.976,30.005
NOLSM327133,01-03-2019 ?? 9:04:30,13,3,1,Photo,0.90483,15.221,14.93,19.995,202.118,90.001,504.103,4025.856,5031.989,4.888,91.969,30.006
NOLSM328134,01-03-2019 ?? 9:04:30,13,4,1,Photo,0.42197,19.114,14.947,20.004,194.668,90,502.088,4144.57,4969.316,4.933,91.458,30.001
NOLSM329135,01-03-2019 ?? 9:04:30,13,5,2,Photo,1.70139,14.942,14.82,19.998,202.192,90,498.167,4049.729,5092.407,5.05,94.723,29.988
NOLSM330136,01-03-2019 ?? 9:04:30,13,6,2,Photo,0.69888,12.958,14.997,20,197.199,90,500.9,4030.187,4946.249,4.945,91.069,30.003
NOLSM331137,01-03-2019 ?? 9:04:30,13,7,2,Photo,0.85768,17.886,14.978,19.999,202.194,90,502.255,4126.143,5060.506,5.117,88.719,29.995
NOLSM332138,01-03-2019 ?? 9:04:30,13,8,3,Photo,0.45409,13.268,14.919,20,202.532,90,503.99,3902.474,5113.826,5.021,92.617,30.002
NOLSM333139,01-03-2019 ?? 9:04:30,13,9,3,Photo,1.36775,15.335,15.013,19.999,200.458,90.001,504.46,3995.181,4942.826,5.051,91.588,29.989
NOLSM3341310,01-03-2019 ?? 9:04:30,13,10,3,Photo,0.82933,12.201,15.01,20.002,202.963,89.999,499.481,4135.365,5111.433,5.102,92.888,29.997
NOLSM3351311,01-03-2019 ?? 9:04:30,13,11,1,Photo,1.51697,13.009,14.889,19.997,199.4,89.999,497.891,4041.284,4982.75,4.989,90.241,30.002
NOLSM3361312,01-03-2019 ?? 9:04:30,13,12,1,Photo,0.83835,14.145,14.952,20,204.41,89.999,504.626,4052.219,5036.152,4.997,94.758,29.998
NOLSM3371313,01-03-2019 ?? 9:04:30,13,13,1,Photo,1.22796,13.379,15.072,20,198.818,90.002,503.298,4029.315,5156.979,4.959,90.49,29.998
NOLSM3381314,01-03-2019 ?? 9:04:30,13,14,2,Photo,1.52203,13.022,14.979,20.006,201.674,90,496.152,4088.413,5019.57,4.9,93.958,30.005
NOLSM3391315,01-03-2019 ?? 9:04:30,13,15,2,Photo,1.52932,13.366,14.849,20,202.289,90.001,502.637,4062.197,5085.989,4.864,92.418,30.009
NOLSM3401316,01-03-2019 ?? 9:04:30,13,16,2,Photo,1.16778,15.909,15.074,19.997,200.249,90.001,499.361,4088.406,5101.54,5.04,93.136,30.001
NOLSM3411317,01-03-2019 ?? 9:04:30,13,17,3,Photo,1.29164,14.085,15.067,19.994,199.309,90,503.635,4043.081,5057.66,4.89,91.247,30.005
NOLSM3421318,01-03-2019 ?? 9:04:30,13,18,3,Photo,1.20773,12.352,15.05,20.004,199.911,90,505.191,4054.055,4892.47,5.031,90.587,30.003
NOLSM3431319,01-03-2019 ?? 9:04:30,13,19,3,Photo,1.19261,15.651,15.089,19.994,198.866,90,501.018,3988.812,5005.117,4.957,92.169,30.01
NOLSM3441320,01-03-2019 ?? 9:04:30,13,20,1,Photo,1.24523,16.552,14.965,20.001,199.816,90,500.181,3983.693,5029.168,4.936,90.845,30.005
NOLSM3451321,01-03-2019 ?? 9:04:30,13,21,1,Photo,1.5879,15.616,15.09,19.994,203.987,90.001,497.838,4015.481,4993.499,4.987,93.328,30.002
NOLSM3461322,01-03-2019 ?? 9:04:30,13,22,2,Photo,1.60777,16.681,15.063,20.003,196.125,90.001,502.747,3973.891,4974.61,5.008,92.743,29.999
NOLSM3471323,01-03-2019 ?? 9:04:30,13,23,2,Photo,1.23906,18.582,15.116,19.998,204.725,90,498.724,4082.609,5036.144,5.064,91.218,30.01
NOLSM3481324,01-03-2019 ?? 9:04:30,13,24,2,Photo,0.70056,16.129,15.034,20.007,197.381,90,502.034,4101.095,5013.425,4.925,94.13,29.985
NOLSM3491325,01-03-2019 ?? 9:04:30,13,25,3,Photo,0.55934,18.547,14.925,20.004,196.756,90,506.502,4074.474,4974.847,5.037,94.773,29.993
NOLSM3501326,01-03-2019 ?? 9:04:30,13,26,3,Photo,1.67261,14.217,14.994,19.995,196.614,90.001,494.901,4078.04,5011.823,4.986,91.892,29.996
NOLSM3511327,01-03-2019 ?? 9:04:30,13,27,3,Photo,1.20795,15.818,15.001,19.998,202.174,89.999,496.237,4011.312,4985.691,5.07,94.156,30.001
NOLSM352141,02-03-2019 ?? 9:04:30,14,1,1,Photo,1.15412,15.735,15.038,19.997,196.472,90.001,500.239,4114.543,5041.776,5.064,89.556,29.998
NOLSM353142,02-03-2019 ?? 9:04:30,14,2,1,Photo,0.89269,11.919,15.163,19.993,199.099,89.999,502.524,4101.984,4993.428,4.975,91.388,29.995
NOLSM354143,02-03-2019 ?? 9:04:30,14,3,1,Photo,1.4453,15.074,14.927,20.003,198.167,90,500.916,4020.285,4885.56,5.004,90.966,30.002
NOLSM355144,02-03-2019 ?? 9:04:30,14,4,2,Photo,0.976,16.041,15.184,20.002,201.002,90,501.131,4034.549,5029.16,4.924,88.854,30.001
NOLSM356145,02-03-2019 ?? 9:04:30,14,5,2,Photo,1.63851,15.929,14.935,19.999,199.47,90.001,503.194,4040.679,4989.254,4.871,91.973,30.014
NOLSM357146,02-03-2019 ?? 9:04:30,14,6,2,Photo,1.44384,12.411,14.838,20.003,202.924,90,508.904,4068.631,5066.833,4.981,92.494,29.991
NOLSM358147,02-03-2019 ?? 9:04:30,14,7,3,Photo,1.20187,14.619,15.22,19.995,200.215,90,501.318,4003.644,5042.424,4.991,93.321,29.998
NOLSM359148,02-03-2019 ?? 9:04:30,14,8,3,Photo,0.81159,23.573,14.935,19.999,199.296,90,497.313,4011.264,5048.689,4.971,92.586,30.008
NOLSM360149,02-03-2019 ?? 9:04:30,14,9,1,Photo,2.07859,14.626,15.012,19.998,200.903,90.001,499.243,4016.503,4929.412,4.942,90.423,29.999
NOLSM3611410,02-03-2019 ?? 9:04:30,14,10,1,Photo,1.44358,20.181,15.014,19.992,197.129,89.999,503.782,4058.777,5081.64,4.92,91.662,30.003
NOLSM3621411,02-03-2019 ?? 9:04:30,14,11,1,Photo,0.71546,18.517,14.955,20,194.871,90.001,501.948,3993.512,5052.778,4.827,95.818,29.997
NOLSM3631412,02-03-2019 ?? 9:04:30,14,12,2,Photo,0.43355,15.859,15.007,20.003,200.988,90,499.28,4077.424,4922.209,5.069,94.12,30.004
NOLSM3641413,02-03-2019 ?? 9:04:30,14,13,2,Photo,1.64049,19.567,14.926,20.002,198.279,90.001,500.637,4114.82,4978.139,5.026,96.346,30.005
NOLSM3651414,02-03-2019 ?? 9:04:30,14,14,2,Photo,1.42928,15.652,14.993,20.01,198.93,90.001,499.941,3983.69,5152.543,5.017,91.356,29.995
NOLSM3661415,02-03-2019 ?? 9:04:30,14,15,3,Photo,0.55004,16.187,14.968,19.999,194.99,90.001,504.54,4009.363,4975.303,4.894,92.106,30.007
NOLSM3671416,02-03-2019 ?? 9:04:30,14,16,3,Photo,1.59194,15.266,15.02,20.001,196.546,89.999,496.005,4023.505,5114.927,5.079,92.607,30.005
NOLSM3681417,02-03-2019 ?? 9:04:30,14,17,3,Photo,1.74268,17.671,15.016,20,204.524,90.001,499.323,3945.323,5086.284,5.036,92.352,30.006
NOLSM3691418,02-03-2019 ?? 9:04:30,14,18,1,Photo,1.21401,11.039,15.05,20.003,204.897,89.999,504.316,3963.253,4934.74,5.099,92.718,29.999
NOLSM3701419,02-03-2019 ?? 9:04:30,14,19,1,Photo,1.14974,16.201,15.026,19.999,200.324,90.001,499.187,3951.412,5084.315,5.053,92.956,29.992
NOLSM3711420,02-03-2019 ?? 9:04:30,14,20,1,Photo,1.94708,13.677,15.009,19.999,200.37,90.001,497.169,4033.769,5002.849,4.951,89.927,29.99
NOLSM3721421,02-03-2019 ?? 9:04:30,14,21,2,Photo,0.52209,14.114,15.075,20.004,199.046,90.001,500.705,4020.946,5074.901,5.032,92.197,30.006
NOLSM3731422,02-03-2019 ?? 9:04:30,14,22,2,Photo,1.94749,15.49,14.995,20.003,195.75,90,504.863,4009.634,5009.249,5.019,92.601,30.007
NOLSM3741423,02-03-2019 ?? 9:04:30,14,23,3,Photo,1.31097,15.798,14.994,20.011,203.761,90,499.691,4005.473,4976.357,5.107,92.525,30.003
NOLSM3751424,02-03-2019 ?? 9:04:30,14,24,3,Photo,1.3299,14.76,15.102,19.996,203.281,90,499.201,4011.123,4888.342,4.969,89.185,30.007
NOLSM3761425,02-03-2019 ?? 9:04:30,14,25,1,Photo,1.46602,14.056,14.946,19.999,205.722,90.001,500.928,3925.007,4953.646,4.98,93.687,29.989
NOLSM3771426,02-03-2019 ?? 9:04:30,14,26,1,Photo,0.61556,16.103,15.017,19.995,200.63,90,502.327,3984.715,4883.349,5.029,92.148,30.005
NOLSM3781427,02-03-2019 ?? 9:04:30,14,27,1,Photo,0.72735,14.419,14.995,19.994,199.008,90.001,500.256,4000.075,5049.738,5.036,92.629,30.001
NOLSM379151,03-03-2019 ?? 9:04:30,15,1,2,Photo,1.39488,13.457,14.976,20.002,204.335,90,500.084,4099.44,4950.89,5.097,92.703,30.002
NOLSM380152,03-03-2019 ?? 9:04:30,15,2,2,Photo,1.67084,15.465,15.088,20.001,198.499,89.999,497.564,4023.089,5061.575,5.09,94.048,29.991
NOLSM381153,03-03-2019 ?? 9:04:30,15,3,2,Photo,1.14555,16.149,15.099,20,200.086,90,503.137,4100.556,4995.798,5.018,94.479,29.995
NOLSM382154,03-03-2019 ?? 9:04:30,15,4,3,Photo,1.08432,15.371,14.875,19.994,199.382,90.001,500.042,4028.083,4922.502,5.175,93.882,30.005
NOLSM383155,03-03-2019 ?? 9:04:30,15,5,3,Photo,1.3867,17.047,15.004,20.001,201.67,90,503,4018.664,5123.695,4.903,90.418,29.997
NOLSM384156,03-03-2019 ?? 9:04:30,15,6,1,Photo,1.41685,17.544,14.916,19.994,204.08,89.998,502.353,4071.649,5006.693,4.964,93.432,29.996
NOLSM385157,03-03-2019 ?? 9:04:30,15,7,1,Photo,1.71849,14.894,15.036,19.998,199.805,90.001,496.88,4144.454,5026.875,4.855,92.454,29.998
NOLSM386158,03-03-2019 ?? 9:04:30,15,8,2,Photo,0.78457,16.547,14.902,20.001,202.474,90.001,500.851,4044.066,4870.596,4.901,90.264,30.001
NOLSM387159,03-03-2019 ?? 9:04:30,15,9,2,Photo,2.14897,17.035,15.011,19.997,200.748,90.001,496.918,3959.744,5034.989,5.007,92.187,30.006
NOLSM3881510,03-03-2019 ?? 9:04:30,15,10,2,Photo,1.17901,16.608,14.998,20.005,200.693,90,499.623,3949.569,4999.225,5.083,89.245,30.009
NOLSM3891511,03-03-2019 ?? 9:04:30,15,11,3,Photo,1.30273,20.397,15.097,20.001,200.197,90.001,500.839,4035.688,5015.675,5.035,90.886,30.01
NOLSM3901512,03-03-2019 ?? 9:04:30,15,12,3,Photo,1.13982,16.973,15.071,19.999,200.635,90,498.791,3939.275,5034.262,5.012,91.989,29.994
NOLSM3911513,03-03-2019 ?? 9:04:30,15,13,3,Photo,1.41837,13.518,14.992,19.993,199.632,89.999,501.137,3999.733,4981.02,5.03,93.257,30.004
NOLSM3921514,03-03-2019 ?? 9:04:30,15,14,1,Photo,0.65719,15.955,15.058,19.995,206.842,89.999,494.582,3979.526,4978.657,5.007,90.466,30.008
NOLSM3931515,03-03-2019 ?? 9:04:30,15,15,1,Photo,1.23425,15.675,14.976,19.994,202.786,90.001,503.045,4095.857,4958.651,4.905,92.047,30.001
NOLSM3941516,03-03-2019 ?? 9:04:30,15,16,2,Photo,1.27421,15.554,14.97,20.004,195.963,89.999,499.135,4043.758,4926.446,5.027,91.822,29.997
NOLSM3951517,03-03-2019 ?? 9:04:30,15,17,2,Photo,1.26436,14.521,14.928,20,198.182,90,495.303,3977.556,5105.645,5.001,91.144,30.007
NOLSM3961518,03-03-2019 ?? 9:04:30,15,18,2,Photo,1.8256,15.932,15.079,19.994,200.311,90.001,509.055,4040.937,5036.638,4.885,92.019,30.013
NOLSM3971519,03-03-2019 ?? 9:04:30,15,19,3,Photo,1.10259,12.731,14.968,19.997,200.34,90.001,505.372,4012.77,5035.87,5.037,93.691,30
NOLSM3981520,03-03-2019 ?? 9:04:30,15,20,3,Photo,1.83466,15.444,15.001,19.996,196.437,89.999,498.037,4065.392,5054.543,4.935,90.95,29.991
NOLSM3991521,03-03-2019 ?? 9:04:30,15,21,3,Photo,1.32112,11.805,15.081,20.005,199.032,89.999,496.959,4086.597,4924.687,4.915,89.285,29.998
NOLSM4001522,03-03-2019 ?? 9:04:30,15,22,1,Photo,0.43567,19.373,15.058,20.005,198.274,90.002,498.643,4080.489,5064.639,5.125,89.914,30.015
NOLSM4011523,03-03-2019 ?? 9:04:30,15,23,1,Photo,0.60662,15.465,14.84,20.001,200.855,90,498.381,4061.964,5037.031,4.973,92.887,29.998
NOLSM4021524,03-03-2019 ?? 9:04:30,15,24,1,Photo,1.24908,9.685,15.014,20.001,201.824,90,501.805,4021.992,4937.455,5.048,92.212,29.999
NOLSM4031525,03-03-2019 ?? 9:04:30,15,25,2,Photo,2.39432,17.87,14.965,20.003,196.67,90.001,501.189,3996.754,5110.695,4.996,89.499,30.012
NOLSM4041526,03-03-2019 ?? 9:04:30,15,26,2,Photo,1.11835,13.382,14.905,19.992,201.909,89.999,498.351,4074.165,4971.304,5.076,89.4,30.001
NOLSM4051527,03-03-2019 ?? 9:04:30,15,27,3,Photo,1.3273,15.965,14.968,19.996,200.435,90,501.817,4078.065,4942.679,5.037,92.228,29.998
NOLSM406161,04-03-2019 ?? 9:04:30,16,1,3,Photo,1.39637,16.209,14.953,19.999,198.455,90,502.391,4037.819,4928.447,5.115,93.172,29.999
NOLSM407162,04-03-2019 ?? 9:04:30,16,2,3,Photo,0.46572,12.516,15.005,20.003,202.152,90,507.183,4005.84,4988.85,5.01,92.424,29.999
NOLSM408163,04-03-2019 ?? 9:04:30,16,3,1,Photo,1.41726,12.859,15.054,20.005,199.593,89.999,501.286,4067.541,5083.958,5.085,91.638,30.006
NOLSM409164,04-03-2019 ?? 9:04:30,16,4,1,Photo,1.05565,15.214,14.946,19.995,201.177,90.001,503.396,4038.83,5105.011,5.112,89.341,30.003
NOLSM410165,04-03-2019 ?? 9:04:30,16,5,1,Photo,0.89102,13.764,14.975,19.997,200.095,89.999,501.423,3929.441,5075.487,5.014,91.136,30.007
NOLSM411166,04-03-2019 ?? 9:04:30,16,6,2,Photo,1.08645,14.317,15.007,20.002,207.301,90,501.079,4065.649,4944.126,4.912,92.423,29.994
NOLSM412167,04-03-2019 ?? 9:04:30,16,7,2,Photo,1.4329,13.068,14.936,20.006,201.138,90,501.572,4042.392,5118.893,5.107,91.462,29.994
NOLSM413168,04-03-2019 ?? 9:04:30,16,8,2,Photo,1.32233,15.02,15.101,19.99,199.757,90,497.102,4129.064,5013.136,4.932,90.44,30.006
NOLSM414169,04-03-2019 ?? 9:04:30,16,9,3,Photo,1.48775,13.208,15.064,19.997,200.915,90.001,500.154,4075.078,4972.15,4.916,90.634,30.003
NOLSM4151610,04-03-2019 ?? 9:04:30,16,10,3,Photo,1.28921,14.041,14.932,20.012,199.149,90.001,501.394,4129.907,4954.889,5.239,91.952,29.988
NOLSM4161611,04-03-2019 ?? 9:04:30,16,11,3,Photo,1.07349,15.183,14.945,20.001,203.056,89.999,496.487,4112.212,5003.522,4.925,92.111,30.002
NOLSM4171612,04-03-2019 ?? 9:04:30,16,12,1,Photo,1.03948,12.084,14.977,19.994,196.183,90.001,501.655,4040.97,5103.975,5.014,91.183,30.007
NOLSM4181613,04-03-2019 ?? 9:04:30,16,13,1,Photo,1.27227,17.74,14.959,19.997,200.949,90,495.986,4118.935,4884.055,5.072,91.279,29.992
NOLSM4191614,04-03-2019 ?? 9:04:30,16,14,1,Photo,0.93195,17.166,14.872,20.002,200.475,90.001,500.442,3983.145,5095.382,5.026,90.868,30
NOLSM4201615,04-03-2019 ?? 9:04:30,16,15,2,Photo,1.64366,16.941,15,20.012,201.929,90,502.263,4073.38,4886.265,4.998,92.064,30.005
NOLSM4211616,04-03-2019 ?? 9:04:30,16,16,2,Photo,0.92526,17.064,15.013,20.001,204.133,90.001,503.423,3992.433,5045.477,5.004,92.26,30.006
NOLSM4221617,04-03-2019 ?? 9:04:30,16,17,3,Photo,0.8951,13.643,14.954,19.997,202.749,90,498.509,4044.244,5005.736,5.161,93.201,29.988
NOLSM4231618,04-03-2019 ?? 9:04:30,16,18,3,Photo,1.11062,14.585,15.159,20.001,202.313,90,495.402,4001.043,5021.426,5.054,92.607,29.998
NOLSM4241619,04-03-2019 ?? 9:04:30,16,19,3,Photo,1.75719,16.427,15.111,19.995,200.952,90.001,494.517,4019.176,5172.075,4.97,91.142,29.998
NOLSM4251620,04-03-2019 ?? 9:04:30,16,20,1,Photo,1.6683,13.926,14.824,20.005,203.57,90,498.307,4067.925,5059.997,5.068,93.221,30.01
NOLSM4261621,04-03-2019 ?? 9:04:30,16,21,1,Photo,1.55605,14.735,14.904,19.991,197.363,90,505.859,4102.2,5003.371,5.072,94.835,30.008
NOLSM4271622,04-03-2019 ?? 9:04:30,16,22,2,Photo,1.62955,16.681,15.122,20,202.467,90.001,502.416,4096.083,5023.401,5.007,89.361,29.997
NOLSM4281623,04-03-2019 ?? 9:04:30,16,23,2,Photo,1.05993,14.991,15.095,19.992,200.539,90.001,502.749,3984.751,5033.407,5.068,92.271,29.989
NOLSM4291624,04-03-2019 ?? 9:04:30,16,24,2,Photo,1.39985,16.265,15.021,20.005,203.041,89.999,502.125,4049.64,5067.608,4.934,92.653,30.003
NOLSM4301625,04-03-2019 ?? 9:04:30,16,25,3,Photo,0.75442,14.552,14.948,20.002,200.573,90,499.319,4105.38,5076.802,4.885,92.157,30.003
NOLSM4311626,04-03-2019 ?? 9:04:30,16,26,3,Photo,1.05812,12.361,14.928,20,206.01,90,505.745,3960.626,4922.966,4.934,90.13,29.989
NOLSM4321627,04-03-2019 ?? 9:04:30,16,27,3,Photo,0.51988,18.246,15.08,20.001,197.049,90.001,494.887,4024.399,4994.358,5.048,94.828,30.01
NOLSM433171,05-03-2019 ?? 9:04:30,17,1,1,Photo,1.86594,12.914,15.071,20.001,198.784,89.998,504.231,4054.495,4903.643,4.923,93.475,30.003
NOLSM434172,05-03-2019 ?? 9:04:30,17,2,1,Photo,1.21051,15.707,14.973,19.997,196.88,89.999,500.053,4063.467,5100.873,5.09,92.369,30.003
NOLSM435173,05-03-2019 ?? 9:04:30,17,3,1,Photo,0.47254,17.864,15.109,19.992,194.942,90,500.402,4156.284,4926.205,5.054,93.165,30.011
NOLSM436174,05-03-2019 ?? 9:04:30,17,4,2,Photo,1.25576,18.115,14.974,20,198.147,90,494.976,3989.532,5002.647,5.089,92.757,30.012
NOLSM437175,05-03-2019 ?? 9:04:30,17,5,2,Photo,0.82813,14.849,15.024,19.997,200.469,90.002,499.243,3972.826,5036.427,4.989,92.6,30.01
NOLSM438176,05-03-2019 ?? 9:04:30,17,6,2,Photo,1.39508,15.781,15.101,19.999,200.261,90.001,501.188,3987.607,5002.296,5.074,92.766,30.013
NOLSM439177,05-03-2019 ?? 9:04:30,17,7,3,Photo,1.01472,13.304,15.016,19.998,204.569,90,493.336,4078.313,5007.21,4.93,91.432,30.004
NOLSM440178,05-03-2019 ?? 9:04:30,17,8,3,Photo,1.53945,13.838,15.207,19.995,197.789,90,499.402,4047.073,5005.945,4.981,94.151,29.996
NOLSM441179,05-03-2019 ?? 9:04:30,17,9,1,Photo,0.62367,13.856,15.025,20.003,204.869,90.001,500.025,4042.913,5000.754,4.96,91.196,30
NOLSM4421710,05-03-2019 ?? 9:04:30,17,10,1,Photo,0.98147,15.422,15.087,19.994,194.462,90,501.979,4080.694,4984.814,5.042,90.395,30.004
NOLSM4431711,05-03-2019 ?? 9:04:30,17,11,2,Photo,1.32808,18.142,14.957,19.992,202.881,90.001,499.957,4016.163,5029.467,5.079,91.46,29.99
NOLSM4441712,05-03-2019 ?? 9:04:30,17,12,2,Photo,1.05034,16.95,15.094,19.996,198.198,90,504.215,4083.532,4924.46,5.044,91.015,29.987
NOLSM4451713,05-03-2019 ?? 9:04:30,17,13,2,Photo,0.61894,13.632,14.864,20.002,202.677,89.999,498.549,4059.913,5099.399,5.068,93.648,29.994
NOLSM4461714,05-03-2019 ?? 9:04:30,17,14,3,Photo,1.88855,14.671,15.045,20.002,202.968,89.999,499.547,3974.205,5006.987,5.031,93.313,29.999
NOLSM4471715,05-03-2019 ?? 9:04:30,17,15,3,Photo,1.10901,15.119,14.96,20.003,201.552,90,505.956,3996.603,4998.346,5.078,92.774,30.003
NOLSM4481716,05-03-2019 ?? 9:04:30,17,16,3,Photo,1.10286,18.168,15.036,20,199.473,90,495.122,4094.644,4910.619,5.008,90.088,29.987
NOLSM4491717,05-03-2019 ?? 9:04:30,17,17,1,Photo,1.394,15.812,14.892,19.995,194.278,90,498.447,3966.849,5018.378,5.102,94.13,30.004
NOLSM4501718,05-03-2019 ?? 9:04:30,17,18,1,Photo,1.48934,14.143,15.04,19.994,197.191,90,501.545,3961.776,4985.679,5.1,89.636,30.002
NOLSM4511719,05-03-2019 ?? 9:04:30,17,19,2,Photo,1.7501,11.261,15.056,19.99,197.239,90.001,500.965,4053.747,4980.595,4.918,91.353,29.997
NOLSM4521720,05-03-2019 ?? 9:04:30,17,20,2,Photo,0.91809,17.393,15.062,19.998,202.38,89.999,501.146,4135.827,5099.437,4.922,92.542,30.004
NOLSM4531721,05-03-2019 ?? 9:04:30,17,21,3,Photo,1.00626,13.311,15.06,19.996,202.275,89.999,503.343,4116.758,4983.651,5,92.904,29.999
NOLSM4541722,05-03-2019 ?? 9:04:30,17,22,3,Photo,1.7477,13.475,15.091,19.995,199.276,90.001,500.854,4041.033,4968.513,4.893,93.915,30.006
NOLSM4551723,05-03-2019 ?? 9:04:30,17,23,3,Photo,1.43657,15.959,14.992,19.993,206.314,90,503.315,4084.04,4910.9,5.036,91.425,29.988
NOLSM4561724,05-03-2019 ?? 9:04:30,17,24,1,Photo,0.99229,18.878,15.087,19.997,203.115,90,500.658,4053.513,5008.979,5.017,93.546,30.006
NOLSM4571725,05-03-2019 ?? 9:04:30,17,25,1,Photo,1.3883,11.141,14.958,19.998,206.371,90.001,499.7,4063.728,5055.363,5.108,91.442,29.997
NOLSM4581726,05-03-2019 ?? 9:04:30,17,26,2,Photo,1.6335,17.163,14.873,19.999,194.586,89.999,499.974,4054.617,5028.105,4.936,91.057,30.01
NOLSM4591727,05-03-2019 ?? 9:04:30,17,27,2,Photo,0.75916,16.161,14.988,20.006,199.489,90,501.204,4063.703,5055.558,5.104,91.242,30
NOLSM460181,06-03-2019 ?? 9:04:30,18,1,2,Photo,0.96985,16.96,14.94,20.002,205.266,90.001,505.266,4105.328,5131.66,5.119,93.795,29.99
NOLSM461182,06-03-2019 ?? 9:04:30,18,2,3,Photo,0.67389,16.527,15.106,20.002,205.014,90.001,505.014,4100.279,5125.348,5.11,92.334,30.017
NOLSM462183,06-03-2019 ?? 9:04:30,18,3,3,Photo,1.07597,16.996,15.032,20.004,201.845,90,501.845,4036.901,5046.127,5.057,92.03,29.994
NOLSM463184,06-03-2019 ?? 9:04:30,18,4,3,Photo,0.92165,16.867,14.954,19.996,200.993,90,500.993,4019.851,5024.813,5.031,91.466,30.006
NOLSM464185,06-03-2019 ?? 9:04:30,18,5,1,Photo,0.78711,16.648,15.029,20.002,199.811,90,499.811,3996.219,4995.273,5.002,91.033,30.01
NOLSM465186,06-03-2019 ?? 9:04:30,18,6,1,Photo,1.06047,16.398,14.952,20.003,199.192,89.999,499.192,3983.84,4979.8,4.967,90.947,30.007
NOLSM466187,06-03-2019 ?? 9:04:30,18,7,1,Photo,1.00201,16.849,14.967,19.998,198.879,90,498.879,3977.571,4971.964,4.97,91.144,30.004
NOLSM467188,06-03-2019 ?? 9:04:30,18,8,2,Photo,0.98377,17.185,15.077,19.998,199.287,90.002,499.287,3985.745,4982.181,4.985,90.663,29.997
NOLSM468189,06-03-2019 ?? 9:04:30,18,9,2,Photo,1.11711,16.813,14.937,20.001,197.828,90,497.828,3956.57,4945.712,4.94,90.511,29.99
NOLSM4691810,06-03-2019 ?? 9:04:30,18,10,3,Photo,0.78203,16.699,15.044,19.998,199.187,90.001,499.187,3983.746,4979.682,4.982,91.195,29.996
NOLSM4701811,06-03-2019 ?? 9:04:30,18,11,3,Photo,1.0309,16.056,15.024,20.004,199.193,89.999,499.193,3983.859,4979.824,4.982,91.182,29.995
NOLSM4711812,06-03-2019 ?? 9:04:30,18,12,3,Photo,0.89203,15.741,15.053,20.002,199.35,90.001,499.35,3986.997,4983.746,5.005,91.333,30.001
NOLSM4721813,06-03-2019 ?? 9:04:30,18,13,1,Photo,0.81909,16.839,14.96,19.996,199.805,90,499.805,3996.109,4995.136,4.996,91.67,29.993
NOLSM4731814,06-03-2019 ?? 9:04:30,18,14,1,Photo,0.65738,16.674,15.07,20,200.224,89.999,500.224,4004.471,5005.589,5.008,91.55,30.002
NOLSM4741815,06-03-2019 ?? 9:04:30,18,15,1,Photo,1.02135,16.548,14.905,19.997,200.135,90,500.135,4002.704,5003.38,5.008,91.947,30.009
NOLSM4751816,06-03-2019 ?? 9:04:30,18,16,2,Photo,0.81659,16.811,14.964,20,200.793,90,500.793,4015.856,5019.82,5.022,91.409,30.007
NOLSM4761817,06-03-2019 ?? 9:04:30,18,17,2,Photo,0.82715,15.987,15.047,19.998,200.125,90,500.125,4002.491,5003.113,5.01,91.643,30.002
NOLSM4771818,06-03-2019 ?? 9:04:30,18,18,3,Photo,1.044,17.072,14.935,20.001,200.33,90.001,500.33,4006.608,5008.259,5.04,91.794,29.992
NOLSM4781819,06-03-2019 ?? 9:04:30,18,19,3,Photo,0.83434,16.87,14.996,20.001,200.338,90,500.338,4006.751,5008.438,5.009,91.771,29.995
NOLSM4791820,06-03-2019 ?? 9:04:30,18,20,3,Photo,0.6944,17.148,14.973,20.005,201.015,90,501.015,4020.293,5025.366,5.026,92.076,29.996
NOLSM4801821,06-03-2019 ?? 9:04:30,18,21,1,Photo,0.89266,16.694,15.105,20.003,201.475,90,501.475,4029.509,5036.887,5.017,92.009,29.99
NOLSM4811822,06-03-2019 ?? 9:04:30,18,22,1,Photo,0.71561,16.661,14.898,19.999,201.129,90,501.129,4022.588,5028.235,5.028,92.478,29.997
NOLSM4821823,06-03-2019 ?? 9:04:30,18,23,1,Photo,0.85345,16.157,15.019,19.997,202.083,90,502.083,4041.659,5052.074,5.058,91.649,30.001
NOLSM4831824,06-03-2019 ?? 9:04:30,18,24,2,Photo,0.91509,17.257,15.055,19.997,200.38,90,500.38,4007.602,5009.502,5.008,92.17,29.989
NOLSM4841825,06-03-2019 ?? 9:04:30,18,25,2,Photo,0.90035,17.28,14.954,19.998,200.637,90,500.637,4012.742,5015.927,5.009,91.839,30.005
NOLSM4851826,06-03-2019 ?? 9:04:30,18,26,2,Photo,0.88812,17.19,14.968,20,200.409,89.999,500.409,4008.184,5010.23,5.016,91.864,29.99
NOLSM4861827,06-03-2019 ?? 9:04:30,18,27,3,Photo,0.7983,16.27,15.041,20,200.856,90,500.856,4017.12,5021.4,5.021,91.992,29.996
NOLSM487191,07-03-2019 ?? 9:04:30,19,1,3,Photo,0.54712,16.624,15.066,19.999,201.343,90,501.343,4026.868,5033.585,5.017,91.995,29.994
